	ERR990557	ERR990558	ERR990559	ERR990560
COX6B-PA	257	440	351	498
COX6B-PC	0	0	0	0
COX6B-PB	0	0	0	0
COX6B-PD	0	0	0	0
CG14185-PA	0	0	0	0
gig-PA	38	30	291	224
gig-PB	237	198	21	0
Ssk-PB	4	23	225	126
Ssk-PA	4	23	225	126
CG6996-PB	0	0	0	0
CG6996-PC	0	0	0	0
CG17145-PA	0	0	0	0
CG17145-PB	0	0	0	0
CG13813-PA	13	7	1	17
CG6951-PB	15	14	2	10
CG6951-PA	15	14	2	10
Clc-PA	94	105	86	116
Clc-PB	94	105	86	116
Clc-PC	94	105	86	116
Clc-PD	94	105	86	116
CG32228-PA	0	0	0	0
SCCRO4-PA	22	26	29	31
SCCRO4-PB	22	26	29	31
SCCRO4-PE	22	26	29	31
SCCRO4-PD	0	0	0	0
Spn77Bb-PA	0	1	0	0
CG32225-PA	1	1	4	2
Pex23-PA	98	114	99	117
FRG1-PA	156	176	86	142
gogo-PA	3	1	7	6
CG17122-PA	0	0	1	0
CG17233-PC	238	142	121	145
CG17233-PA	0	30	5	0
CG17233-PE	0	7	0	5
CG17233-PF	25	73	83	87
CG17233-PG	0	11	0	0
CG17233-PH	38	0	0	17
CG17233-PD	46	58	50	87
CG17233-PI	46	58	50	87
CG6933-PA	0	0	1	0
CG6933-PC	0	0	0	0
CG6933-PB	0	0	1	0
CG6933-PE	0	0	1	0
CG6933-PD	0	0	0	0
CG7017-PA	0	0	0	0
CG7017-PB	0	0	0	0
CG7290-PA	0	0	0	0
CG7290-PB	0	0	0	0
CG7298-PA	0	0	1	11
obst-F-PA	0	0	2	0
CG7328-PA	28	41	18	29
CG7335-PA	2	0	0	1
obst-J-PA	0	1	0	1
CG7365-PA	5	1	9	5
CG7365-PB	5	1	9	5
CG14187-PA	0	0	0	0
CG14187-PB	0	0	1	0
Ir76b-PA	0	0	0	0
CG14186-PA	0	2	0	0
sNPF-R-PA	0	0	8	1
sNPF-R-PB	0	0	8	1
CG14184-PA	53	46	46	56
CG14184-PB	53	46	46	56
CG15881-PB	0	0	0	0
CG15881-PA	167	213	45	93
CG15881-PC	0	0	0	0
Kap-alpha1-PA	328	315	191	249
CG32221-PB	62	58	53	55
kto-PA	245	239	220	264
kto-PB	0	1	19	0
Papss-PC	17	11	0	6
Papss-PA	17	11	0	6
Papss-PD	29	0	0	0
Papss-PE	0	22	33	29
Papss-PB	17	11	0	6
Papss-PF	0	22	33	29
Papss-PG	17	11	0	6
Papss-PH	0	22	33	29
Usp32-PB	197	139	30	116
Usp32-PC	144	128	0	131
Usp32-PD	0	7	0	0
Usp32-PE	0	8	224	0
Prp3-PA	155	177	52	141
Prp3-PB	164	124	150	190
Rpn1-PA	779	833	570	779
Pfdn6-PA	72	85	32	41
Pfdn6-PB	72	85	32	41
Grasp65-PA	144	109	88	123
RhoGDI-PA	196	239	236	232
RhoGDI-PB	196	239	236	232
Ac76E-PA	42	51	76	105
Ac76E-PB	1	1	1	0
CG17732-PB	127	128	232	314
schuy-PA	1	0	0	7
CG7646-PA	15	22	36	22
CG7646-PB	0	0	0	0
CG7646-PC	15	22	36	22
Nca-PA	197	273	255	264
Tom20-PA	268	379	157	198
Tom20-PB	268	379	157	198
CG7668-PA	160	164	197	182
CG7668-PC	160	164	197	182
CG14183-PA	6	9	13	7
Gabat-PB	54	95	132	74
Gabat-PA	54	95	132	74
Gabat-PC	54	95	132	74
Gabat-PD	54	95	132	74
fln-PA	3	1	2	3
fln-PB	3	1	2	3
Csas-PA	0	0	0	2
hale-PA	2	3	4	12
CG14182-PA	7	11	14	12
CG14182-PD	7	11	14	12
CG14182-PB	7	11	14	12
CG14182-PC	0	0	0	0
CG32219-PA	1	0	10	2
CG8004-PA	84	77	60	65
Su(z)12-PA	0	0	57	0
Su(z)12-PB	136	115	55	91
Su(Tpl)-PA	41	39	58	47
Su(Tpl)-PB	41	39	58	47
Su(Tpl)-PC	41	39	58	47
trc-PA	155	164	128	111
trc-PB	0	0	0	0
cyc-PA	118	158	179	202
Cyp305a1-PA	65	49	188	296
CG14104-PB	6	1	4	2
TORIP-PA	176	184	148	178
TORIP-PB	176	184	148	178
CG14102-PA	27	16	11	23
Cpr76Bc-PC	2	1	3	3
Cpr76Bc-PD	2	1	3	3
Cpr76Bd-PB	6	6	1	10
Cpr76Bd-PC	0	0	0	1
Cpr76Bd-PD	6	6	1	10
Rcd7-PA	0	2	2	5
Rcd7-PB	0	2	2	5
CG9300-PA	566	697	165	296
CG9330-PA	868	718	463	604
Taf6-PA	210	198	122	244
Taf6-PB	0	0	0	0
CG9368-PB	0	0	0	0
CG9368-PA	0	0	0	0
CG9368-PD	0	0	0	0
CG9372-PA	62	45	88	51
PIG-F-PA	20	33	15	31
asf1-PA	61	70	43	81
asf1-PB	61	70	43	81
ms(3)76Cc-PA	4	10	4	6
Gbeta76C-PA	0	0	0	2
ms(3)76Ca-PA	3	2	2	1
tey-PA	0	0	0	0
tey-PB	0	0	0	0
tey-PC	0	0	0	0
tey-PD	14	11	13	7
Oat-PA	345	384	195	310
CG8786-PB	13	9	8	7
CG8786-PC	19	16	26	25
CG8786-PF	7	4	13	20
CG8786-PG	19	16	26	25
wnd-PA	51	36	51	50
wnd-PB	51	36	51	50
wnd-PC	51	36	51	50
wnd-PD	184	222	67	171
Lon-PA	325	378	85	304
Lon-PC	280	189	181	130
lush-PA	1	0	1	0
lush-PB	1	0	1	0
ash1-PB	207	148	144	171
ash1-PC	207	148	144	171
CG14100-PA	225	245	36	98
CG9231-PA	14	32	35	25
CG9231-PB	14	32	35	25
Shal-PA	0	0	3	0
Shal-PB	6	0	0	17
Shal-PC	0	20	15	0
CG9279-PB	12	22	18	20
CG9279-PC	12	22	18	20
rept-PA	263	313	86	167
rept-PC	263	313	86	167
rept-PB	263	313	86	167
CG9666-PA	46	46	27	41
CG9666-PD	46	46	27	41
CG14085-PA	3	0	0	0
CG14086-PD	0	0	0	1
fal-PC	30	27	27	27
fal-PB	30	27	27	27
fal-PD	30	27	27	27
ms(3)76Ba-PC	0	0	0	0
pip-PK	0	0	0	5
pip-PL	0	0	0	0
pip-PA	11	10	6	2
pip-PC	1	0	0	0
pip-PD	1	1	0	0
pip-PF	0	0	0	0
pip-PG	0	1	0	0
pip-PH	1	0	0	0
pip-PI	0	0	0	0
pip-PJ	0	1	0	2
pip-PM	0	0	0	0
pip-PN	5	6	0	1
Gbs-76A-PA	2	3	11	5
Gbs-76A-PB	2	3	11	5
Gbs-76A-PC	2	3	11	5
Gbs-76A-PD	2	3	11	5
CG14089-PA	0	0	0	0
CG14088-PB	0	1	0	0
CG9629-PA	37	53	190	149
Max-PA	48	65	19	52
Max-PC	48	65	19	52
Max-PD	48	65	19	52
nes-PA	66	67	45	62
nes-PB	66	67	45	62
nes-PC	66	67	45	62
mRpL21-PA	51	55	17	11
mRpL21-PC	51	55	17	11
mRpL21-PB	51	55	17	11
CG6836-PA	8	5	40	31
CG14075-PA	0	0	0	2
Sfxn2-PA	56	62	82	95
MESR6-PA	33	53	50	59
MESR6-PB	47	0	0	0
CG14079-PA	0	2	5	10
fz2-PB	20	14	13	27
fz2-PA	20	14	13	27
fz2-PC	20	14	13	27
fz2-PD	20	14	13	27
fz2-PE	20	14	13	27
fz2-PF	52	58	220	91
fz2-PG	20	14	13	27
Spn75F-PB	0	0	0	2
CG14082-PE	1	0	0	0
CG14082-PC	1	0	0	0
CG14082-PD	0	0	0	0
Gem2-PA	26	24	8	28
Gem2-PB	26	24	8	28
CG10424-PA	45	62	28	56
CNPYb-PA	56	54	58	69
Mkp3-PB	25	15	19	12
Mkp3-PA	17	0	0	1
Mkp3-PC	39	73	24	58
Mkp3-PD	25	15	19	12
CG3797-PA	99	92	52	77
CG3797-PB	99	92	52	77
Acp76A-PA	0	0	0	0
Acp76A-PB	0	0	0	0
nkd-PA	35	11	0	63
nkd-PB	0	0	0	0
nkd-PC	33	28	50	17
SmydA-2-PA	0	0	5	5
CG3808-PA	371	462	102	190
CG18135-PA	315	270	430	344
CG18135-PB	56	0	16	0
CG18135-PC	17	9	18	0
CG18135-PD	51	33	123	68
CG18135-PE	3	53	0	121
CG11619-PA	15	10	11	10
CG32204-PB	8	7	0	4
CG3819-PA	0	0	0	0
CG3819-PB	0	0	0	0
MYPT-75D-PA	57	54	23	46
MYPT-75D-PB	28	43	68	2
MYPT-75D-PC	57	54	23	46
MYPT-75D-PD	57	54	23	46
GNBP1-PA	35	37	43	62
CG6893-PB	0	0	0	0
CG6885-PA	0	0	0	1
MED11-PA	44	72	40	58
Atg3-PA	156	180	201	207
HipHop-PA	55	74	27	66
HipHop-PB	55	74	27	66
CG6865-PB	0	0	0	1
CG14074-PB	39	81	17	50
Dysb-PA	26	24	11	23
Dysb-PB	26	24	11	23
Grx1-PA	34	25	26	28
Grx1-PC	34	25	26	28
Ugt-PA	696	678	629	664
NijB-PA	0	2	0	0
RpL26-PA	733	691	394	651
RpL26-PC	733	691	394	651
RpL26-PB	733	691	394	651
CG6843-PA	165	208	146	148
CG6841-PA	121	140	65	109
CG6841-PB	121	140	65	109
CG6839-PA	0	0	2	1
CG18223-PA	0	0	0	0
CG18223-PC	0	0	0	0
CG14077-PC	0	0	0	0
CG14077-PB	0	0	0	0
Ir75d-PC	12	18	8	6
CSN1b-PA	192	169	133	166
arx-PA	276	244	90	137
CG3902-PA	576	727	361	519
CG3961-PA	77	69	56	72
CG3961-PC	77	69	56	72
CG3961-PD	18	0	0	0
CG3961-PE	0	0	0	0
Rad9-PA	88	92	20	74
Rad9-PB	0	0	20	0
Indy-PB	311	170	85	283
Indy-PC	30	78	108	44
Indy-PA	30	78	108	44
Indy-PD	30	78	108	44
CG14073-PB	175	172	204	217
CG14073-PC	175	172	204	217
ftz-f1-PB	323	328	169	209
ftz-f1-PA	0	0	0	0
ftz-f1-PC	0	0	0	0
ftz-f1-PD	54	61	58	92
Nufip-PA	147	182	62	121
CG12477-PA	0	3	13	61
Dic4-PA	0	0	0	0
Dic4-PB	0	0	0	0
Dic4-PC	0	0	0	0
Cyp12c1-PA	5	5	24	13
Cyp12c1-PB	5	5	24	13
Chmp1-PA	72	55	76	102
Chmp1-PB	72	55	76	102
Sgf11-PB	30	18	30	27
GNBP2-PB	0	7	54	22
GNBP2-PA	28	0	0	0
GNBP2-PD	0	11	0	8
Capr-PA	821	947	478	641
Capr-PB	821	947	478	641
CG32198-PB	0	1	0	0
CG7271-PA	0	0	0	0
CG18233-PB	6	4	3	1
CG18231-PB	5	8	11	6
CG32201-PB	3	6	3	4
CG32199-PB	8	8	1	5
not-PB	34	36	33	46
not-PC	34	36	33	46
term-PA	0	0	0	0
Met75Ca-PA	0	0	0	0
Met75Cb-PA	0	0	0	0
CG4306-PA	16	8	9	9
CG32196-PB	25	30	73	38
CG32196-PC	0	0	0	0
skl-PA	0	0	0	0
rpr-PA	1	0	3	5
mRpS26-PA	174	171	53	99
mus304-PA	89	77	36	41
CG7341-PA	11	14	8	12
CG7341-PB	11	14	8	12
CG32195-PA	5	11	30	24
CG32195-PB	5	11	30	24
CG32195-PC	5	11	30	24
geko-PB	8	7	10	10
CG7330-PA	0	0	0	0
CG7330-PB	0	0	0	0
CG7320-PB	2	0	0	3
grim-PA	0	0	0	0
CG13700-PB	0	0	0	0
CG13700-PC	0	0	0	0
CG13700-PD	0	0	0	0
CG13700-PE	0	0	0	0
CG5103-PA	0	0	0	0
hid-PA	9	8	12	17
hid-PB	9	8	12	17
CG13699-PA	0	0	0	0
Cyp312a1-PA	3	2	11	5
Cyp312a1-PB	3	2	11	5
CG5147-PA	302	361	112	225
CG13698-PB	32	42	39	44
CG13698-PC	32	42	39	44
Grd-PA	0	0	2	4
CG7430-PA	298	370	262	276
CG7430-PB	298	370	262	276
TrpRS-m-PA	98	86	45	80
TrpRS-m-PB	98	86	45	80
CG7408-PB	9	8	31	17
CG7408-PC	9	8	31	17
CG7408-PD	9	8	31	17
CG7402-PA	4	4	22	9
CG14353-PA	25	19	32	44
CG32192-PB	0	0	0	0
CG32192-PC	1	0	0	0
Eip75B-PB	8	5	13	11
Eip75B-PC	0	0	0	0
Eip75B-PA	5	5	14	16
Eip75B-PD	121	89	211	213
Eip75B-PE	8	5	13	11
Eip75B-PF	8	5	13	11
Eip75B-PG	0	0	0	6
CG5290-PA	176	304	101	117
Prestin-PA	84	107	137	173
Tsp74F-PA	87	102	29	34
Tsp74F-PB	87	102	29	34
CG16775-PB	0	1	0	5
CG5506-PA	6	19	53	101
CG5535-PB	0	0	0	0
CG5535-PC	346	427	168	251
MED19-PA	46	53	45	52
MED19-PB	46	53	45	52
CG5567-PA	110	135	159	139
CG5577-PA	7	13	31	35
CG5577-PB	7	13	31	35
CG32189-PA	0	0	2	0
CG32188-PA	0	0	2	0
Ir75a-PB	0	0	0	0
Cln3-PA	2	8	52	25
Cln3-PB	2	8	52	25
CG32191-PB	3	3	8	4
CG32191-PC	3	3	8	4
CG32187-PA	1	4	0	0
CG5589-PA	332	442	77	228
NUCB1-PA	613	691	926	944
Oatp74D-PA	2	1	8	10
Oatp74D-PC	2	1	8	10
Oatp74D-PD	2	1	8	10
Oatp74D-PE	2	1	8	10
edin-PA	0	4	20	2
CG7564-PA	36	51	21	39
CG7564-PC	36	51	21	39
CG7564-PB	36	51	21	39
CG7564-PD	36	51	21	39
CG7542-PA	1	73	86	86
CG7542-PB	1	73	86	86
CG7510-PA	79	49	3	0
CG7510-PB	59	103	252	205
CG7497-PB	82	49	94	112
CG7497-PC	82	49	94	112
CG7484-PB	52	46	35	57
Ccn-PB	1	0	2	0
CG7460-PB	25	33	7	18
CG7460-PC	25	33	7	18
CG32182-PA	2	5	3	4
CG32181-PB	14	13	9	23
Adgf-A-PA	61	60	65	104
Adgf-A-PB	61	60	65	104
Adgf-A2-PA	0	0	5	14
Adgf-A2-PB	6	1	0	0
Adgf-A2-PC	6	1	0	0
Adgf-B-PA	0	0	0	2
CG6034-PA	1	0	5	4
CG6052-PA	0	0	0	0
Crtc-PA	34	34	57	3
Crtc-PB	123	105	114	167
Crtc-PC	34	34	57	3
Krn-PA	12	16	10	9
Pep-PA	0	0	0	0
Pep-PB	663	912	663	1050
Pep-PC	590	546	256	432
Pep-PD	590	546	256	432
Vps60-PA	67	59	78	88
Vps60-PB	67	59	78	88
Jon74E-PA	2	13	36	1
Jon74E-PB	0	0	0	0
Edc3-PB	366	371	267	343
U4-U6-60K-PA	333	379	234	267
Ndfip-PA	71	69	74	72
CG7707-PA	0	0	0	0
CG13723-PA	0	0	0	0
CG13724-PA	0	0	0	0
CG7692-PA	75	71	252	1295
CG7692-PC	181	175	606	39
CG7692-PB	0	1	27	153
CG7692-PD	0	1	27	153
tap-PA	0	0	0	0
CG7630-PA	419	725	300	472
CG18265-PA	0	0	0	0
CG18265-PB	0	0	0	0
CG18265-PC	0	0	0	0
QIL1-PA	70	61	52	67
CG7589-PA	4	4	26	18
CG7589-PB	4	4	26	18
UQCR-Q-PA	47	44	41	44
UQCR-Q-PB	47	44	41	44
UQCR-Q-PC	47	44	41	44
UQCR-Q-PD	47	44	41	44
qjt-PA	0	1	27	35
qjt-PB	0	1	27	35
CG6333-PA	0	0	0	0
CG6333-PB	0	0	0	0
CG13733-PA	3	3	13	7
CG12229-PA	4	2	0	8
CG32174-PB	10	4	4	5
CG32174-PD	10	4	4	5
CG32174-PC	10	4	4	5
frc-PA	56	64	51	74
frc-PB	56	64	51	74
CG33052-PA	97	78	31	45
CG33051-PA	202	196	56	98
blot-PD	61	80	11	56
blot-PB	61	80	11	56
blot-PA	0	20	52	29
blot-PC	3	0	0	0
blot-PE	3	0	0	0
CG13731-PB	1	1	1	0
CG13728-PA	0	1	34	6
Cad74A-PB	15	21	10	19
Cad74A-PA	15	21	10	19
Cad74A-PC	15	21	10	19
brv2-PA	0	0	0	0
brv2-PB	0	0	0	0
CG13727-PA	0	0	0	0
CG6479-PA	113	159	0	106
CG6479-PB	34	0	60	12
CG6479-PC	0	0	0	0
Or74a-PA	0	0	0	0
CG13725-PA	0	0	0	0
ND-24L-PA	0	0	0	0
CG6497-PA	0	0	0	0
CG6497-PB	0	0	0	0
CG6512-PB	137	173	0	170
CG6512-PA	341	318	248	225
CG32170-PA	11	9	6	12
CG13028-PA	4	2	5	6
Nc73EF-PG	11	37	0	0
Nc73EF-PH	76	66	271	119
Nc73EF-PC	11	37	0	0
Nc73EF-PB	11	37	0	0
Nc73EF-PA	11	37	0	0
Nc73EF-PF	76	66	271	119
Nc73EF-PI	132	82	250	222
Nc73EF-PJ	132	82	250	222
CG7728-PA	1552	1695	573	849
Fit2-PA	65	71	26	76
beg-PA	71	49	31	27
Papst2-PA	24	26	27	35
rogdi-PB	39	56	14	84
rogdi-PA	25	20	39	5
CG7724-PA	16	4	18	7
CG14057-PA	22	46	25	40
CG14057-PB	0	0	0	0
Ilp8-PB	2	6	2	17
a10-PA	0	0	0	0
CG6652-PA	0	1	6	9
CG3764-PA	0	12	0	0
CG3764-PB	222	182	252	287
CG3764-PC	0	12	0	0
CG13022-PB	0	0	0	0
CG11905-PA	0	0	0	0
CG11905-PB	0	0	0	0
CG11905-PC	0	1	0	0
CG11905-PG	0	0	0	0
CG11905-PE	0	1	0	0
CG11905-PF	0	0	0	0
CG11905-PD	0	0	0	0
CG11905-PH	0	1	0	0
CG11905-PI	0	0	0	0
CG11905-PL	0	0	0	0
CG13023-PA	0	0	0	1
CG13023-PB	0	0	0	1
Rpn12-PA	403	404	169	301
CG32163-PA	26	35	21	46
CG32163-PB	0	0	0	0
CG32165-PA	100	183	0	0
CG32165-PB	50	59	75	167
CG32165-PC	50	59	75	167
CG32164-PA	785	808	212	0
CG32164-PB	265	265	349	644
CG4101-PA	17	15	7	22
CG13032-PA	71	55	5	1
CG9692-PB	2	2	2	2
CG9692-PC	5	6	10	4
Dab-PA	0	0	0	0
Dab-PF	154	64	245	299
Dab-PG	0	0	0	1
Dab-PC	0	0	0	0
Dab-PD	0	0	0	0
Dab-PE	13	127	181	11
Dab-PH	93	10	0	0
Dab-PI	0	0	80	23
CG13031-PA	0	0	0	0
PGRP-SB2-PA	0	0	0	0
PGRP-SB2-PB	0	0	0	0
CG9701-PA	9	5	23	16
Nrt-PB	51	56	91	87
Nrt-PA	51	56	91	87
Nrt-PC	51	56	91	87
CG9705-PB	14	17	9	13
CG9705-PA	14	17	9	13
CG9705-PC	14	17	9	13
CG9706-PA	56	69	47	48
CG9706-PB	56	69	47	48
nudC-PA	342	456	139	212
nudC-PB	342	456	139	212
TSG101-PA	240	204	328	339
Zcchc7-PA	1844	1663	964	1221
CG32161-PA	2	5	5	4
sina-PA	6	8	1	8
sina-PB	6	8	1	8
sina-PC	6	8	1	8
CG13029-PC	1	1	0	9
CG13029-PD	2	4	3	3
CG9951-PA	107	124	69	127
Rh4-PA	1	0	4	2
CG9669-PA	21	20	9	10
CG9669-PB	21	20	9	10
CG13024-PB	2	1	0	0
CG13024-PC	0	0	0	3
CG9674-PA	530	566	506	602
CG9674-PD	530	566	506	602
CG9674-PI	34	30	47	55
CG9674-PE	34	30	47	55
CG9674-PF	1	7	16	0
CG9674-PG	1	7	16	0
CG9674-PH	34	30	47	55
eIF3e-PA	1641	1856	1094	1484
CG13025-PA	74	60	24	46
CG13025-PB	74	60	24	46
Dbp73D-PA	573	731	126	333
PGRP-SB1-PA	14	7	68	53
CG13026-PB	0	0	0	0
CG13026-PC	0	0	0	0
Lasp-PB	369	464	237	443
Lasp-PA	2	0	0	0
Lasp-PC	219	143	186	146
Lasp-PD	0	0	0	0
zetaCOP-PA	202	172	98	74
zetaCOP-PC	0	0	0	0
zetaCOP-PB	0	34	70	149
Galphaf-PA	15	12	95	38
Abl-PA	26	0	0	8
Abl-PB	13	0	17	4
Abl-PC	145	232	0	144
Abl-PD	0	0	0	13
Abl-PE	0	0	0	26
Abl-PF	77	0	281	73
Abl-PG	0	0	0	0
Abl-PH	0	0	0	1
Abl-PI	0	53	0	0
Abl-PJ	26	0	0	8
Mo25-PA	33	35	35	36
Mo25-PB	33	35	35	36
Su(P)-PA	234	257	183	190
Prosbeta6-PA	649	847	482	685
CG4098-PA	66	69	90	120
spd-2-PA	628	590	303	497
Syx8-PA	41	56	46	55
CG13063-PA	0	0	0	0
Nplp3-PA	4	13	5	16
CG13060-PA	0	0	0	0
CG13058-PA	0	0	0	0
CG33061-PB	0	0	0	0
CG33061-PC	0	0	0	0
CG33060-PB	0	0	0	0
retinin-PA	0	0	0	0
CG13056-PA	0	0	0	0
CG4998-PA	21	13	1	5
CG4998-PB	0	0	0	0
CG33257-PA	0	0	14	1
Cpr72Ea-PA	0	0	0	1
Cpr72Eb-PA	0	0	0	0
CG4842-PA	16	12	8	26
CG18814-PB	0	1	1	5
RAF2-PB	89	66	51	74
RAF2-PA	89	66	51	74
RAF2-PC	89	66	51	74
Gagr-PA	0	1	7	4
Gagr-PB	0	1	7	4
TMS1-PA	97	48	145	122
TMS1-PF	0	0	0	0
TMS1-PB	119	177	104	72
TMS1-PC	0	0	132	265
TMS1-PD	0	0	0	0
TMS1-PE	0	0	0	0
CG33158-PB	378	428	186	255
st-PA	21	40	161	81
CG4229-PA	0	0	0	0
Smn-PA	61	110	42	61
Smn-PB	61	110	42	61
Mipp1-PB	501	446	380	485
Mipp1-PA	501	446	380	485
Mipp1-PC	501	446	380	485
CG13033-PA	0	0	0	0
aos-PA	9	12	28	43
TyrRS-PA	389	425	183	298
GluRS-m-PA	18	15	18	16
CG4729-PA	11	36	9	30
CG4729-PC	11	36	9	30
CG4729-PB	11	36	9	30
CG4729-PD	9	0	11	21
CG4729-PE	86	29	115	86
CG4753-PB	75	105	63	41
CG4753-PA	75	105	63	41
CG4753-PC	75	105	63	41
roq-PA	137	125	117	105
roq-PC	137	125	117	105
roq-PB	137	125	117	105
Cpr72Ec-PA	2	3	22	7
Pdh-PA	0	0	0	0
Pdh-PB	0	0	0	2
Pdh-PC	0	0	0	0
Pdh-PD	0	2	3	0
Golgin104-PA	164	194	108	199
CG13040-PA	0	0	0	0
CG13040-PB	0	0	0	0
CG13041-PA	0	0	0	0
CG13042-PA	0	0	0	0
CG13043-PA	0	0	0	0
Notum-PA	5	5	4	12
CG5895-PA	3	2	8	1
CG5895-PC	0	0	0	0
Mbs-PE	22	21	99	74
Mbs-PF	0	0	0	0
Mbs-PG	0	0	0	0
Mbs-PH	174	130	234	288
Mbs-PI	0	0	0	1
Mbs-PJ	0	0	0	0
Mbs-PK	0	6	0	8
Mbs-PL	5	260	0	0
Mbs-PM	0	0	1	0
Mbs-PN	0	0	255	0
Mbs-PO	380	203	221	462
Mbs-PP	0	0	0	0
Mbs-PQ	76	14	262	189
CG13075-PB	19	53	31	25
ClC-c-PB	1	0	76	42
ClC-c-PC	118	121	126	109
ClC-c-PD	118	121	126	109
ATPsynbetaL-PA	0	0	6	0
IleRS-m-PB	139	212	85	105
Taf4-PA	30	39	41	36
Taf4-PB	30	39	41	36
Taf4-PC	4	0	12	0
Taf4-PD	4	0	12	0
Taf4-PE	191	109	64	153
Taf4-PF	30	39	41	36
Taf4-PG	67	42	30	66
Taf4-PH	104	109	85	96
Taf4-PI	30	39	41	36
Strumpellin-PA	97	69	79	118
Strumpellin-PB	97	69	79	118
Strumpellin-PC	0	61	0	0
SsRbeta-PA	88	101	64	96
CG5027-PA	79	107	71	73
MED10-PC	89	105	49	77
MED10-PB	89	105	49	77
CG13071-PB	0	0	0	0
CG13070-PB	0	0	0	0
CG13069-PA	0	0	0	0
CG13068-PA	1	0	0	2
CG13067-PA	9	14	24	56
CG13066-PB	0	0	0	0
CG13065-PA	6	1	0	0
CG4982-PA	0	0	0	0
CG4962-PA	4	5	3	1
CG13045-PB	0	0	0	0
CG13046-PB	4	1	0	4
CG13047-PB	0	0	0	0
CG13048-PA	0	0	0	0
CG13048-PB	0	0	0	0
CG13049-PA	0	0	0	0
CG13050-PA	0	0	0	0
CG4950-PC	57	41	68	65
CG4950-PB	57	41	68	65
CG13053-PA	0	0	0	0
CG13053-PB	0	0	0	0
CG13054-PA	0	0	0	0
CG13055-PA	0	0	0	0
CG13055-PB	0	0	0	0
PDCD-5-PA	92	104	50	62
CG13073-PB	2	0	0	4
CG5151-PF	10	16	22	20
CG5151-PC	10	16	22	20
CG5151-PD	10	16	22	20
CG5151-PE	10	16	22	20
CG32152-PB	15	20	22	10
CG32152-PC	15	20	22	10
CG5157-PA	1	1	20	2
Pgm-PA	568	617	1101	706
IntS9-PA	111	112	59	94
CG13074-PA	1	0	7	0
CG5235-PA	105	105	55	87
CG5235-PB	105	105	55	87
CG6244-PA	0	0	0	0
CG13445-PA	0	0	0	0
CkIIalpha-i1-PA	41	34	42	56
dbo-PA	0	0	49	0
dbo-PB	61	37	0	65
CG12713-PA	44	73	34	52
GXIVsPLA2-PA	36	32	19	37
GXIVsPLA2-PC	0	0	0	0
GXIVsPLA2-PD	36	32	19	37
CG17032-PA	4	3	17	14
CG17032-PB	4	3	17	14
CG10516-PA	44	64	118	105
CG17026-PA	24	26	124	90
CG17029-PA	39	83	265	118
CG17029-PB	39	83	265	118
CG17028-PA	5	4	9	9
CG17028-PB	5	4	9	9
CG17027-PA	8	20	75	36
CG17027-PB	8	20	75	36
Arl1-PA	97	113	107	104
mRpS31-PA	163	197	147	125
CG5830-PA	113	115	134	146
CG5830-PB	6	5	41	9
brm-PC	28	16	0	0
brm-PD	28	16	0	0
brm-PA	78	40	271	0
brm-PB	78	40	271	0
brm-PE	160	240	0	400
brm-PF	0	0	0	0
Pka-C3-PB	85	48	345	273
Pka-C3-PA	33	43	217	103
meru-PA	0	0	0	0
meru-PC	0	0	0	0
meru-PD	0	0	0	0
CG15715-PA	39	32	33	0
CG15715-PB	39	32	33	0
CG18081-PA	26	43	0	34
CG18081-PB	26	43	0	34
CG18081-PC	26	43	0	34
CG13455-PA	1	3	8	1
CG7276-PB	0	0	0	0
CG7275-PA	273	339	130	215
CG7272-PA	28	36	127	93
Eip71CD-PC	0	0	2	0
Eip71CD-PA	0	0	0	0
Eip71CD-PB	0	32	0	29
Eip71CD-PF	22	0	0	45
Eip71CD-PG	55	66	49	33
Eip71CD-PE	0	0	39	0
yellow-k-PA	1	0	13	14
CrebA-PA	10	12	31	8
CrebA-PB	10	12	31	8
SCCRO-PA	72	75	36	55
SCCRO-PE	72	75	36	55
SCCRO-PB	0	3	3	5
SCCRO-PC	6	5	0	0
SCCRO-PD	0	3	3	5
CG16979-PA	176	259	168	260
CG12301-PA	588	725	190	276
AIMP2-PA	199	191	109	8
AIMP2-PB	170	204	50	197
RhoGAP71E-PB	0	0	0	0
RhoGAP71E-PA	36	62	0	62
RhoGAP71E-PC	170	82	159	104
RhoGAP71E-PD	22	24	27	54
RhoGAP71E-PE	0	0	0	0
RhoGAP71E-PF	0	0	0	0
RhoGAP71E-PG	17	8	22	28
CG7372-PA	602	687	413	686
Eig71Eb-PA	0	0	0	0
Eig71Eb-PB	0	0	0	0
Eig71Ed-PA	0	0	0	0
Eig71Eg-PA	0	0	0	0
Eig71Ei-PA	0	0	0	0
Eig71Ei-PB	0	0	0	0
Eig71Ek-PA	0	0	0	0
CG7304-PB	0	0	0	0
pgant8-PA	2	4	0	5
comm-PA	1	3	5	6
comm-PB	1	3	5	6
comm2-PA	25	17	46	32
CG7579-PA	0	0	0	0
Eig71Ej-PA	0	0	0	0
Eig71Eh-PB	0	0	0	0
Eig71Ef-PA	0	0	0	0
Eig71Ee-PA	0	0	0	0
Eig71Ec-PA	0	0	0	0
Eig71Ea-PA	0	0	0	0
CG13449-PA	1	0	0	1
CG13449-PB	0	0	1	0
CG7650-PA	70	68	78	92
CG7656-PA	47	46	62	49
CG7656-PD	49	47	39	32
